Time,mean_precip,cumulative_precip
2005-09-18 00:00:00,0.0,0.0
2005-09-18 01:00:00,0.0,0.0
2005-09-18 02:00:00,0.0,0.0
2005-09-18 03:00:00,0.0,0.0
2005-09-18 04:00:00,0.0,0.0
2005-09-18 05:00:00,0.0,0.0
2005-09-18 06:00:00,0.0,0.0
2005-09-18 07:00:00,0.0,0.0
2005-09-18 08:00:00,0.0,0.0
2005-09-18 09:00:00,0.0,0.0
2005-09-18 10:00:00,0.0,0.0
2005-09-18 11:00:00,0.0,0.0
2005-09-18 12:00:00,0.0,0.0
2005-09-18 13:00:00,0.0,0.0
2005-09-18 14:00:00,0.0,0.0
2005-09-18 15:00:00,0.0,0.0
2005-09-18 16:00:00,0.0,0.0
2005-09-18 17:00:00,0.0,0.0
2005-09-18 18:00:00,0.0,0.0
2005-09-18 19:00:00,0.0,0.0
2005-09-18 20:00:00,0.0,0.0
2005-09-18 21:00:00,0.0,0.0
2005-09-18 22:00:00,0.0,0.0
2005-09-18 23:00:00,0.0,0.0
2005-09-19 00:00:00,0.0,0.0
2005-09-19 01:00:00,0.0,0.0
2005-09-19 02:00:00,0.0,0.0
2005-09-19 03:00:00,0.0,0.0
2005-09-19 04:00:00,0.0,0.0
2005-09-19 05:00:00,0.0,0.0
2005-09-19 06:00:00,0.0,0.0
2005-09-19 07:00:00,0.0,0.0
2005-09-19 08:00:00,0.0,0.0
2005-09-19 09:00:00,0.0,0.0
2005-09-19 10:00:00,0.0,0.0
2005-09-19 11:00:00,0.0,0.0
2005-09-19 12:00:00,0.0,0.0
2005-09-19 13:00:00,0.0,0.0
2005-09-19 14:00:00,0.0,0.0
2005-09-19 15:00:00,0.0,0.0
2005-09-19 16:00:00,0.0,0.0
2005-09-19 17:00:00,0.0,0.0
2005-09-19 18:00:00,0.0,0.0
2005-09-19 19:00:00,0.0,0.0
2005-09-19 20:00:00,0.0,0.0
2005-09-19 21:00:00,0.0,0.0
2005-09-19 22:00:00,0.0,0.0
2005-09-19 23:00:00,0.0,0.0
2005-09-20 00:00:00,0.0,0.0
2005-09-20 01:00:00,0.0,0.0
2005-09-20 02:00:00,0.0,0.0
2005-09-20 03:00:00,0.0,0.0
2005-09-20 04:00:00,0.0,0.0
2005-09-20 05:00:00,0.0,0.0
2005-09-20 06:00:00,0.0,0.0
2005-09-20 07:00:00,0.0,0.0
2005-09-20 08:00:00,0.0,0.0
2005-09-20 09:00:00,0.0,0.0
2005-09-20 10:00:00,0.0,0.0
2005-09-20 11:00:00,0.0,0.0
2005-09-20 12:00:00,0.0,0.0
2005-09-20 13:00:00,0.0,0.0
2005-09-20 14:00:00,0.0,0.0
2005-09-20 15:00:00,0.0,0.0
2005-09-20 16:00:00,0.0,0.0
2005-09-20 17:00:00,0.0,0.0
2005-09-20 18:00:00,0.0,0.0
2005-09-20 19:00:00,0.0,0.0
2005-09-20 20:00:00,0.0,0.0
2005-09-20 21:00:00,0.0,0.0
2005-09-20 22:00:00,0.0,0.0
2005-09-20 23:00:00,0.0,0.0
2005-09-21 00:00:00,0.0,0.0
2005-09-21 01:00:00,0.0,0.0
2005-09-21 02:00:00,0.0,0.0
2005-09-21 03:00:00,0.0,0.0
2005-09-21 04:00:00,0.0,0.0
2005-09-21 05:00:00,0.0,0.0
2005-09-21 06:00:00,0.0,0.0
2005-09-21 07:00:00,0.0,0.0
2005-09-21 08:00:00,0.0,0.0
2005-09-21 09:00:00,0.0,0.0
2005-09-21 10:00:00,0.0,0.0
2005-09-21 11:00:00,0.0,0.0
2005-09-21 12:00:00,0.0,0.0
2005-09-21 13:00:00,0.0,0.0
2005-09-21 14:00:00,0.0,0.0
2005-09-21 15:00:00,0.0,0.0
2005-09-21 16:00:00,0.0,0.0
2005-09-21 17:00:00,0.0,0.0
2005-09-21 18:00:00,0.0,0.0
2005-09-21 19:00:00,0.0,0.0
2005-09-21 20:00:00,0.0,0.0
2005-09-21 21:00:00,0.0,0.0
2005-09-21 22:00:00,0.0,0.0
2005-09-21 23:00:00,0.0,0.0
2005-09-22 00:00:00,0.0,0.0
2005-09-22 01:00:00,0.0,0.0
2005-09-22 02:00:00,0.0,0.0
2005-09-22 03:00:00,0.0,0.0
2005-09-22 04:00:00,0.0,0.0
2005-09-22 05:00:00,0.0,0.0
2005-09-22 06:00:00,0.0,0.0
2005-09-22 07:00:00,0.0,0.0
2005-09-22 08:00:00,0.0,0.0
2005-09-22 09:00:00,0.0,0.0
2005-09-22 10:00:00,0.0,0.0
2005-09-22 11:00:00,0.0,0.0
2005-09-22 12:00:00,0.0,0.0
2005-09-22 13:00:00,0.0,0.0
2005-09-22 14:00:00,0.0,0.0
2005-09-22 15:00:00,0.0,0.0
2005-09-22 16:00:00,0.0,0.0
2005-09-22 17:00:00,0.0,0.0
2005-09-22 18:00:00,0.0,0.0
2005-09-22 19:00:00,0.0,0.0
2005-09-22 20:00:00,0.0,0.0
2005-09-22 21:00:00,0.0,0.0
2005-09-22 22:00:00,0.0,0.0
2005-09-22 23:00:00,0.0,0.0
2005-09-23 00:00:00,0.0,0.0
2005-09-23 01:00:00,0.0,0.0
2005-09-23 02:00:00,0.0,0.0
2005-09-23 03:00:00,0.0,0.0
2005-09-23 04:00:00,0.0,0.0
2005-09-23 05:00:00,0.0,0.0
2005-09-23 06:00:00,0.0,0.0
2005-09-23 07:00:00,0.0,0.0
2005-09-23 08:00:00,0.0,0.0
2005-09-23 09:00:00,0.0,0.0
2005-09-23 10:00:00,0.0,0.0
2005-09-23 11:00:00,0.0,0.0
2005-09-23 12:00:00,0.0,0.0
2005-09-23 13:00:00,0.0,0.0
2005-09-23 14:00:00,0.0,0.0
2005-09-23 15:00:00,0.0,0.0
2005-09-23 16:00:00,0.0,0.0
2005-09-23 17:00:00,0.0005892123900303225,0.0005892123900303225
2005-09-23 18:00:00,0.0015801604913205517,0.0021693728813508744
2005-09-23 19:00:00,0.0,0.0021693728813508744
2005-09-23 20:00:00,0.0003749533575408313,0.0025443262388917054
2005-09-23 21:00:00,0.01454283266651387,0.017087158905405575
2005-09-23 22:00:00,0.04534257512514283,0.062429734030548405
2005-09-23 23:00:00,0.05932297998545121,0.12175271401599962
2005-09-24 00:00:00,0.1347153851775085,0.2564680991935081
2005-09-24 01:00:00,0.1724249911146099,0.428893090308118
2005-09-24 02:00:00,0.15640911439649102,0.585302204704609
2005-09-24 03:00:00,0.13527781947129439,0.7205800241759034
2005-09-24 04:00:00,0.16358679168078363,0.884166815856687
2005-09-24 05:00:00,0.2131609754497502,1.0973277913064372
2005-09-24 06:00:00,0.3462426321847098,1.443570423491147
2005-09-24 07:00:00,0.21321454988855895,1.656784973379706
2005-09-24 08:00:00,0.07949010368918075,1.7362750770688868
2005-09-24 09:00:00,0.22898937406994047,1.9652644511388273
2005-09-24 10:00:00,0.4310088384719122,2.3962732896107397
2005-09-24 11:00:00,0.2750014999285847,2.6712747895393245
2005-09-24 12:00:00,0.17446045648484004,2.8457352460241645
